"","id","Place","desc","coords"
"540",109456,"Roman Villa at Welschbillig ","This extensive villa (ancient name unknown) was located at modern Welschbillig in Germany (in the ancient territory of the Treveri).","[6.568991, 49.852897]"
"541",109456,"Roman Villa at Welschbillig ","This extensive villa (ancient name unknown) was located at modern Welschbillig in Germany (in the ancient territory of the Treveri).","[6.568991, 49.852897]"
"542",118551,"Alba, Alba (mountain) ","A mountain mentioned in ancient sources, Schwäbische Alb.","[9.48122, 48.570932]"
"543",118589,"Baldersheim ","An ancient place, cited: BAtlas 12 D3 Baldersheim","[10.043124, 49.552013]"
"544",118629,"Sankt Pölten ","An ancient place, cited: BAtlas 12 I4 Cetium","[15.622695, 48.20473]"
"545",118687,"Hyle Gabreta ","Gabreta? Hyle (Gabreta Forest) is an ancient forest of continental Europe mentioned by Strabo and Ptolemy.","[13.14, 49.11]"
"546",118731,"Roman Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"547",118731,"Roman Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"548",118731,"Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"549",118731,"Roman Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"550",118731,"Roman Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"551",118731,"Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"552",118731,"Roman Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"553",118731,"Roman Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"554",118731,"Heidelberg ","A complex of Roman military structures was established and upgraded between the first and third centuries CE on the banks of the Neckar River in Germany where modern Heidelberg now stands. Forts, bridges, roads, and manufacturing facilities with attendant burials and inscriptions have been excavated.","[8.681124, 49.413509]"
"555",118800,"Lauchheim ","An ancient place, cited: BAtlas 12 D4 Lauchheim","[10.246307, 48.871836]"
"556",118802,"Lauriacum ","An ancient Roman fortification at the confluence of the modern Enns and Danube rivers, with associated settlement.","[14.473957, 48.219723]"
"557",118802,"Lauriacum ","An ancient Roman fortification at the confluence of the modern Enns and Danube rivers, with associated settlement.","[14.473957, 48.219723]"
"558",118802,"Lauriacum ","An ancient Roman fortification at the confluence of the modern Enns and Danube rivers, with associated settlement.","[14.473957, 48.219723]"
"559",118802,"Lauriacum ","An ancient Roman fortification at the confluence of the modern Enns and Danube rivers, with associated settlement.","[14.473957, 48.219723]"
"560",118813,"Ladenburg ","An ancient place, cited: BAtlas 12 B3 Lopodunum","[8.614162, 49.47416]"
"561",118837,"Marsingi, Marsingi? ","An ancient place, cited: BAtlas 12 H2 Marsingi?","[14.490676765402952, 50.497440736640954]"
"562",118840,"Mediana ","Ancient Mediana, also referred to as the Gnotzheim fort, was a Roman military camp that was part of Upper Germanic-Raetian Limes. The site is located on what is now agricultural land in the Weißenburg-Gunzenhausen district of Bavaria.","[10.713694, 49.059848]"
"563",118909,"Počerady ","An ancient place, cited: BAtlas 12 G2 Počerady","[13.68774, 50.418725]"
"564",118910,"Pocking ","An ancient place, cited: BAtlas 12 G4 Pocking","[13.310992, 48.401509]"
"565",118911,"Poláky ","An ancient place, cited: BAtlas 12 G2 Poláky","[13.354751, 50.338053]"
"566",118912,"Portus ","An ancient place, cited: BAtlas 12 B4 *Portus","[8.70439, 48.893378]"
"567",118945,"Sablonetum ","An ancient place, cited: BAtlas 12 D3 Sablonetum","[10.967883, 49.060778]"
"568",118946,"Salas, Salas (river) ","A river, attested in ancient sources, that is probably to be associated with the modern Thüringische Saale.","[11.8286098, 50.119101]"
"569",118948,"Saliobriga ","An ancient place, cited: BAtlas 12 B3 *Saliobriga","[8.910357, 49.239664]"
"570",118950,"Saltus Sumelocennensis ","An ancient place, cited: BAtlas 12 B4 Saltus Sumelocennensis","[8.0, 48.0]"
"571",118971,"Staffelberg ","An ancient place, cited: BAtlas 12 E2 Staffelberg","[11.02528, 50.092236]"
"572",118972,"Stanacum ","An ancient place, cited: BAtlas 12 G4 Stanacum","[13.738057, 48.473696]"
"573",118985,"Samulocenis, Samvlocenis ","Sumelocenna was a Roman settlement on the Neckar river that was the seat of the procurator of the saltus Sumelocennensis during the late first century AD.","[8.937739, 48.476882]"
"574",128384,"Col. Carnuntum, Col. Septimia Aurelia Antoniniana ","A site first mentioned (A.D. 6) as a winter camp of Tiberius, Carnuntum eventually became a legionary base and the seat of the governor for Pannonia.","[16.867966, 48.113446]"
"575",128385,"Comagena ","An ancient place, cited: BAtlas 13 B4 Comagena","[16.052027, 48.330987]"
"576",128386,"Cotini ","An ancient place, cited: BAtlas 13 E3 Cotini","[19.096132465166363, 49.16080925132053]"
"577",128437,"Ladná ","An ancient place, cited: BAtlas 13 B4 Ladná","[16.0, 48.0]"
"578",128438,"Laedavus, Laedavus (river) ","The Leitha river is a right tributary of the Danube.","[17.0, 48.0]"
"579",128439,"Langobardi ","An ancient place, cited: BAtlas 13 B4 Langobardi","[16.206128357272576, 48.49009868030191]"
"580",128440,"Lanžhot ","An ancient place, cited: BAtlas 13 B4 Lanžhot","[16.96752, 48.724303]"
"581",128441,"Laskiv ","An ancient place, cited: BAtlas 13 J2 Laskiv","[24.18884, 50.788773]"
"582",128442,"Laugaricio ","An ancient place, cited: BAtlas 13 D4 Laugaricio","[18.038558, 48.893052]"
"583",128458,"Milanovce ","An ancient place, cited: BAtlas 13 D4 Milanovce","[18.155692, 48.18308]"
"584",128491,"Połaniec ","An ancient place, cited: BAtlas 13 G2 Połaniec","[21.28065, 50.433019]"
"585",128492,"Pobedim ","An ancient place, cited: BAtlas 13 C4 Pobedim","[17.803, 48.649123]"
"586",128493,"Podivín ","An ancient place, cited: BAtlas 13 B4 Podivín","[16.846693, 48.826647]"
"587",128494,"Pohonská ","An ancient place, cited: BAtlas 13 C4 Pohonská","[17.271342, 48.489397]"
"588",128506,"Sandomierz-Krakówka ","An ancient place, cited: BAtlas 13 G2 Sandomierz-Krakówka","[21.735073, 50.671831]"
"589",128517,"Starachowice ","An ancient place, cited: BAtlas 13 G1 Starachowice","[21.070979, 51.036828]"
"590",128518,"Staré Hradisko ","An ancient place, cited: BAtlas 13 B3 Staré Hradisko","[16.893982, 49.498164]"
"591",128537,"Vienna ","Originally a Celtic settlement of Noricum, Vindobona (now Vienna, Austria) became a Roman military installation by the first half of the first century AD.","[16.2855585, 48.258323]"
"592",138192,"Saint-Marcel ","*Argentomagus was a pre-Roman and later Roman settlement in the territory of the Bituriges tribe.","[1.5148979, 46.6001994]"
"593",138199,"Attanum ","An ancient place, cited: BAtlas 14 G3 Attanum","[1.206092, 45.516213]"
"594",138213,"Balatedinis ","An ancient place, cited: BAtlas 14 F1 *Balatedinis?","[0.613948, 47.339916]"
"595",138262,"Campaniacum ","An ancient place, cited: BAtlas 14 F3 Campaniacum","[0.912631, 45.709358]"
"596",138280,"La Celle ","An ancient place, cited: BAtlas 14 H2 La Celle","[2.443642, 46.767937]"
"597",138298,"Portunamnetu ","An ancient place, cited: BAtlas 14 D1 Civitas Namnetum/Kondeouinkon?","[-1.556977, 47.215319]"
"598",138301,"Cocurnaco ","An ancient place, cited: BAtlas 14 G4 Cocurnaco","[1.308262, 44.141815]"
"599",138302,"Comodoliacus ","An ancient place, cited: BAtlas 14 G3 Comodoliacus","[0.899645, 45.888962]"
"600",138303,"Conbaristum, Conbaristum? ","An ancient place, cited: BAtlas 14 D1 Conbaristum?","[-1.029387, 47.704177]"
"601",138304,"Condate, Cognac ","A Roman road station, attested in ancient sources. It is probably to be localized in the modern commune of Cognac (Charente)","[-0.3567183, 45.7002063]"
"602",138305,"Condate ","An ancient settlement located in the modern French commune of Candes-St-Martin","[0.0665017, 47.1896084]"
"603",138306,"Condate ","An ancient settlement located in the modern French arrondissement of Cosne-Cours-sur-Loire","[2.937154, 47.440796]"
"604",138307,"Condatis ","An ancient place, cited: BAtlas 14 E4 Condatis","[-0.241729, 44.897877]"
"605",138308,"Conquereuil ","An ancient place, cited: BAtlas 14 D1 Conquereuil","[-1.750946, 47.624673]"
"606",138309,"Corent ","Corent was the site of a Celtic and Gallo-Roman oppidum.","[3.18566666667, 45.6636]"
"607",138310,"Coriosolites, Coriosopites ","An ancient place, cited: BAtlas 14 A1 Coriosolites","[-5.0, 47.0]"
"608",138311,"Cornucio ","An ancient place, cited: BAtlas 14 G4 Cornucio","[1.727775, 44.463304]"
"609",138312,"Corterate ","An ancient place, cited: BAtlas 14 E3 Corterate","[-0.129982, 45.040206]"
"610",138313,"Cossium ","An ancient place, cited: BAtlas 14 E4 Cossium","[-0.213375, 44.431514]"
"611",138327,"sanctuary ","An ancient place, cited: BAtlas 14 H2 Derventum","[2.525225, 46.692381]"
"612",138399,"Iuliacum, Iuliacum/Rofiacum ","An ancient place, cited: BAtlas 14 G3 Iuliacum/Rofiacum","[1.138401, 45.428679]"
"613",138409,"Labrocinum, Labrinum ","An ancient place, cited: BAtlas 14 F1 *Labr(oc)inum","[0.870466, 47.7267593]"
"614",138410,"Lamnum ","A road station in Gallia Aquitania, cited in the Tabula Peutingeriana.","[-0.55101, 45.58242]"
"615",138412,"Lanuéjouls ","An ancient place, cited: BAtlas 14 H4 Lanuéjouls","[2.161836, 44.425213]"
"616",138413,"Larçay ","An ancient place, cited: BAtlas 14 F1 Larçay","[0.778007, 47.368148]"
"617",138414,"Laudiacum, Laudiacum (mountain) ","Montlouis.","[0.0, 47.0]"
"618",138422,"Poitiers ","An ancient place, cited: BAtlas 14 F2 Limonum","[0.342633, 46.586951]"
"619",138428,"Lucaniacum ","An ancient place, cited: BAtlas 14 E4 Lucaniacum","[-0.154378, 44.892855]"
"620",138428,"Lucaniacum ","An ancient place, cited: BAtlas 14 E4 Lucaniacum","[-0.154378, 44.892855]"
"621",138428,"Lucaniacum ","An ancient place, cited: BAtlas 14 E4 Lucaniacum","[-0.154378, 44.892855]"
"622",138428,"Lucaniacum ","An ancient place, cited: BAtlas 14 E4 Lucaniacum","[-0.154378, 44.892855]"
"623",138429,"Lucas ","An ancient place, cited: BAtlas 14 F1 Lucas","[0.998339, 47.128771]"
"624",138432,"Vienne-en-Val ","An ancient place, cited: BAtlas 14 H1 Ludn(...)","[2.135185, 47.800743]"
"625",138437,"La Maladrerie ","An ancient place, cited: BAtlas 14 H4 La Maladrerie","[2.032217, 44.332328]"
"626",138451,"Saint-Léomer ","The Gallo-Roman sanctuary with twin temples was discovered in 1964 at the locality called Masamas in the commune of Saint-Léomer.","[0.972994, 46.399223]"
"627",138458,"Saintes ","A town of southwest Gaul founded ca. 20 BC, Mediolanum Santonum was connected with the Roman road network that served Burdigala.","[-0.633389, 45.744175]"
"628",138459,"Stampensis ","An ancient settlement, located in the modern French commune of Châteaumeillant.","[2.1962014, 46.5608687]"
"629",138464,"Temple of Mercurius ","A Gallo-Roman temple of Mercurius, located atop the modern Puy-de-Dôme, commune Orcines in France.","[2.964136, 45.7719438]"
"630",138467,"Montargis ","An ancient place, cited: BAtlas 14 H1 Montargis","[2.732664, 47.996035]"
"631",138468,"Montbouy ","An ancient place, cited: BAtlas 14 H1 Montbouy","[2.820318, 47.861123]"
"632",138469,"Montebras ","An ancient place, cited: BAtlas 14 H2 Montebras","[2.310528, 46.325578]"
"633",138470,"Montmerlhe ","An ancient place, cited: BAtlas 14 H4 Montmerlhe","[2.730102, 44.371093]"
"634",138471,"Montreuil-Bellay ","An ancient place, cited: BAtlas 14 E1 Montreuil-Bellay","[-0.153167, 47.132803]"
"635",138473,"Saint-Gence ","An ancient place, cited: BAtlas 14 G3 Motte-Chalard","[1.13883, 45.922067]"
"636",138480,"Samnitai ","A Gallic people on the west coast of Gallia Lugdunensis, on the north bank of the Liger river.","[-1.904869416357371, 47.42860327964348]"
"637",138492,"Saint-Germain-d'Esteuil ","An ancient place, cited: BAtlas 14 E3 Nouiomagos","[-0.841712, 45.279445]"
"638",138496,"Barzan ","An ancient road station, identified with the archaeological site at Barzan, in France.","[-0.878172, 45.534323]"
"639",138518,"Pompegiaco ","An ancient place, cited: BAtlas 14 F4 Pompegiaco","[0.616204, 44.621118]"
"640",138519,"Pompeiacum, Pompeiacum/Vernemetis ","An ancient place, cited: BAtlas 14 F4 Pompeiacum/Vernemetis","[0.183037, 44.437149]"
"641",138519,"Pompeiacum, Pompeiacum/Vernemetis ","An ancient place, cited: BAtlas 14 F4 Pompeiacum/Vernemetis","[0.183037, 44.437149]"
"642",138519,"Pompeiacum, Pompeiacum/Vernemetis ","An ancient place, cited: BAtlas 14 F4 Pompeiacum/Vernemetis","[0.183037, 44.437149]"
"643",138519,"Pompeiacum, Pompeiacum/Vernemetis ","An ancient place, cited: BAtlas 14 F4 Pompeiacum/Vernemetis","[0.183037, 44.437149]"
"644",138520,"Pouillé ","An ancient place, cited: BAtlas 14 G1 Pouillé","[1.288996, 47.317512]"
"645",138522,"Pouzauges ","An ancient place, cited: BAtlas 14 E2 Pouzauges","[-0.836442, 46.783482]"
"646",138540,"La Roche l’Abeille ","An ancient place, cited: BAtlas 14 G3 La Roche l’Abeille","[1.240181, 45.596783]"
"647",138542,"Capelle-Saint-Martin ","An ancient place, cited: BAtlas 14 I4 Ron-de-Gleiso","[3.2177, 44.426577]"
"648",138542,"La Canourgue ","An ancient place, cited: BAtlas 14 I4 Ron-de-Gleiso","[3.2177, 44.426577]"
"649",138542,"Capelle-Saint-Martin ","An ancient place, cited: BAtlas 14 I4 Ron-de-Gleiso","[3.2177, 44.426577]"
"650",138542,"La Canourgue ","An ancient place, cited: BAtlas 14 I4 Ron-de-Gleiso","[3.2177, 44.426577]"
"651",138548,"Saffré ","An ancient place, cited: BAtlas 14 D1 Saffré","[-1.578748, 47.501522]"
"652",138550,"Saint-Bonnet ","A production site for Gallo-Roman pottery occupied from the time of Augustus until the late second century AD.","[3.35388, 46.566147]"
"653",138568,"Salomacus ","An ancient place, cited: BAtlas 14 E4 Salomacus","[-0.865205, 44.55215]"
"654",138569,"Salviacum ","An ancient place, cited: BAtlas 14 G3 Salviacum","[1.608065, 45.906187]"
"655",138571,"Samnitum, Samnitum (island) ","Scholars tentatively associate the ancient name Samnitum with modern Ile de Noirmoutier.","[-2.2, 46.966667]"
"656",138572,"Santones ","An ancient place, cited: BAtlas 14 E3 Santones","[-0.899380579123658, 45.92320653960053]"
"657",138573,"Santonon Limen ","An ancient place, cited: BAtlas 14 D2 Santonon Limen","[-1.064762, 46.021662]"
"658",138574,"Santonon Akron ","Ptolemy lists the Santonon Akron and a homonymous port (Santonon Limen) on a stretch of the Atlantic coast of modern France between the mouths of the ancient Garumna (Garonne) and the ancient Ligeiros (Loire) where there has been significant landscape change since antiquity. In his Periplus, Marcianus puts it between the mouth of the Garumna and the mouth of the Kanentellos (modern Charente). It may be identifiable with the modern Pointe d'Arvert/Pointe Espagnole, which lies just north of the mouth of the Garonne, or (if Marcianus is discounted) with the Pointe des Baleines, which is the northwest cape of the Île de Ré, which lies offshore from modern La Rochelle.","[-1.23644, 45.78914]"
"659",138575,"Sanxay ","An ancient place, cited: BAtlas 14 E2 Sanxay","[-0.023432, 46.496274]"
"660",138576,"Sarrum, Sarrvm ","An ancient place, cited: BAtlas 14 F3 Sarrum","[0.2040663, 45.4828437]"
"661",138598,"Solonacum ","An ancient place, cited: BAtlas 14 F1 *Solonacum?","[0.971242, 47.602336]"
"662",138606,"Barzan, Barzan (Gallo-Roman Site) ","Site of a Gallo-Roman sanctuary and subsequent city of the Roman imperial period, the ""Site gallo-romain de Barzan"" is spread across the modern French communes of Barzan, Talmont-sur-Gironde and Arces-sur-Gironde in the department of Charente-Maritime. BAtlas equated it with ancient Tannum/Tamnum, but alternatives continue to be offered.","[-0.8800545, 45.5361618]"
"663",138614,"La Terne ","An ancient place, cited: BAtlas 14 F3 La Terne","[0.054142, 45.898574]"
"664",140436,"Barrington Atlas feature labeled 5 ","An ancient place, cited: BAtlas 14 D1 no. 5 (Avessac)","[-1.988656, 47.65431]"
"665",140437,"Langon, Langon, Ille-et-Vilaine ","Modern Langon is a commune located in the Ille-et-Vilaine department of Brittany in northwestern France. Various archaeological remains from the Roman period survive there, including paved roads, the remains of a villa, and the so-called Chapelle Sainte-Agathe.","[-1.8499601, 47.720466]"
"666",140437,"Langon, Langon, Ille-et-Vilaine ","Modern Langon is a commune located in the Ille-et-Vilaine department of Brittany in northwestern France. Various archaeological remains from the Roman period survive there, including paved roads, the remains of a villa, and the so-called Chapelle Sainte-Agathe.","[-1.8499601, 47.720466]"
"667",140437,"Langon, Langon, Ille-et-Vilaine ","Modern Langon is a commune located in the Ille-et-Vilaine department of Brittany in northwestern France. Various archaeological remains from the Roman period survive there, including paved roads, the remains of a villa, and the so-called Chapelle Sainte-Agathe.","[-1.8499601, 47.720466]"
"668",140437,"Langon, Langon, Ille-et-Vilaine ","Modern Langon is a commune located in the Ille-et-Vilaine department of Brittany in northwestern France. Various archaeological remains from the Roman period survive there, including paved roads, the remains of a villa, and the so-called Chapelle Sainte-Agathe.","[-1.8499601, 47.720466]"
"669",140438,"Barrington Atlas feature labeled 7 ","An ancient place, cited: BAtlas 14 D1 no. 7 (St-Herblain, Cm. Preux)","[-1.614824, 47.220333]"
"670",140439,"Barrington Atlas feature labeled 8 ","An ancient place, cited: BAtlas 14 D1 no. 8 (Drain)","[-1.206224, 47.339131]"
"671",140440,"Barrington Atlas feature labeled 9 ","An ancient place, cited: BAtlas 14 E1 no. 9 (Epinay, Cm. Chanzeaux)","[-0.608195, 47.269422]"
"672",140441,"Barrington Atlas feature labeled 10 ","An ancient place, cited: BAtlas 14 E1 no. 10 (Routis, Cm. Le Vaudelnay)","[-0.207405, 47.139104]"
"673",140443,"Barrington Atlas feature labeled 12 ","An ancient place, cited: BAtlas 14 F1 no. 12 (Grange-Liénard, Cm. Chinon)","[0.258101, 47.16606]"
"674",140444,"Barrington Atlas feature labeled 13 ","An ancient place, cited: BAtlas 14 F1 no. 13 (Cheillé)","[0.405787, 47.26098]"
"675",140445,"Barrington Atlas feature labeled 14 ","An ancient place, cited: BAtlas 14 F1 no. 14 (Arnerie, Cm. St-Etienne-de-Chigny)","[0.487708, 47.37878]"
"676",140446,"Barrington Atlas feature labeled 15 ","An ancient place, cited: BAtlas 14 F1 no. 15 (Châtigny, Cm. Fondettes)","[0.58787, 47.39029]"
"677",140448,"Barrington Atlas feature labeled 17 ","An ancient place, cited: BAtlas 14 F1 no. 17 (Soulangé, Cm. Pouzay)","[0.56498, 47.071758]"
"678",140449,"Cornillé, Cm. Chambourg-sur-Indre ","An ancient place, cited: BAtlas 14 F1 no. 18 (Cornillé, Cm. Chambourg-sur-Indre)","[0.995031, 47.156916]"
"679",140450,"Barrington Atlas feature labeled 19 ","An ancient place, cited: BAtlas 14 F1 no. 19 (Chavonnière, Cm. Véretz)","[0.817751, 47.345493]"
"680",140451,"Barrington Atlas feature labeled 20 ","An ancient place, cited: BAtlas 14 F1 no. 20 (La Boulaye, Cm. Athée-sur-Cher)","[0.921076, 47.338962]"
"681",140452,"Barrington Atlas feature labeled 21 ","An ancient place, cited: BAtlas 14 G1 no. 21 (Sables-de-Coulommiers, Cm. Francueil)","[1.083965, 47.313508]"
"682",140453,"Barrington Atlas feature labeled 22 ","An ancient place, cited: BAtlas 14 G1 no. 22 (Pontlevoy, Cm. Bordes)","[1.226999, 47.411584]"
"683",140454,"Coulanges ","A site with evidence for large-scale pottery production.","[1.223373, 47.542847]"
"684",140455,"Barrington Atlas feature labeled 24 ","An ancient place, cited: BAtlas 14 G1 no. 24 (Le Moulin, Cm. Gombergean)","[1.083215, 47.651091]"
"685",140458,"Barrington Atlas feature labeled 27 ","An ancient place, cited: BAtlas 14 G1 no. 27 (Murgers, Cm. Ouzouer-le-Marché)","[1.524223, 47.912183]"
"686",140459,"Barrington Atlas feature labeled 28 ","An ancient place, cited: BAtlas 14 G1 no. 28 (Josnes)","[1.524262, 47.796671]"
"687",140460,"Barrington Atlas feature labeled 29 ","An ancient place, cited: BAtlas 14 G1 no. 29 (Les Perroux, Cm. Avaray)","[1.564762, 47.722421]"
"688",140461,"Barrington Atlas feature labeled 30 ","An ancient place, cited: BAtlas 14 G1 no. 30 (Courbanton, Cm. Montrieux-en-Sologne)","[1.674642, 47.541122]"
"689",140465,"Barrington Atlas feature labeled 34 ","An ancient place, cited: BAtlas 14 H2 no. 34 (Rougnat, Cm. Les Boueix-Cujasseix)","[2.49474, 46.063446]"
"690",140466,"Coux ","A Gallo-Roman villa.","[2.50785, 46.04008]"
"691",140467,"Barrington Atlas feature labeled 36 ","An ancient place, cited: BAtlas 14 H2 no. 36 (Sannat)","[2.406225, 46.11954]"
"692",140468,"Barrington Atlas feature labeled 37 ","An ancient place, cited: BAtlas 14 G2 no. 37 (Védrenne, Cm. La-Chapelle-St-Martial)","[1.914079, 46.039641]"
"693",140469,"Barrington Atlas feature labeled 38 ","An ancient place, cited: BAtlas 14 G2 no. 38 (Reillat, Cm. Savennes)","[1.880941, 46.103228]"
"694",140470,"Barrington Atlas feature labeled 39 ","An ancient place, cited: BAtlas 14 G2 no. 39 (Brousse, Cm. St-Hilaire-la-Plaine)","[1.971846, 46.108509]"
"695",140471,"Barrington Atlas feature labeled 40 ","An ancient place, cited: BAtlas 14 G2 no. 40 (Salagnac-Château, Cm. Le Grand-Bourg)","[1.632788, 46.175228]"
"696",140472,"La Bussière Étable ","An ancient place, cited: BAtlas 14 G2 no. 41 (La Bussière-Etable, Cm. Châteauponsac)","[1.335031, 46.125565]"
"697",140472,"Barrington Atlas feature labeled 41 ","An ancient place, cited: BAtlas 14 G2 no. 41 (La Bussière-Etable, Cm. Châteauponsac)","[1.335031, 46.125565]"
"698",140472,"La Bussière Étable ","An ancient place, cited: BAtlas 14 G2 no. 41 (La Bussière-Etable, Cm. Châteauponsac)","[1.335031, 46.125565]"
"699",140472,"Barrington Atlas feature labeled 41 ","An ancient place, cited: BAtlas 14 G2 no. 41 (La Bussière-Etable, Cm. Châteauponsac)","[1.335031, 46.125565]"
"700",140473,"Barrington Atlas feature labeled 42 ","An ancient place, cited: BAtlas 14 G2 no. 42 (La Valette, Cm. Magnac-Laval)","[1.151824, 46.202884]"
"701",140475,"Barrington Atlas feature labeled 44 ","An ancient place, cited: BAtlas 14 F2 no. 44 (Chirons, Cm. Antogny)","[0.577942, 46.978499]"
"702",140476,"Barrington Atlas feature labeled 45 ","An ancient place, cited: BAtlas 14 F2 no. 45 (Les Chateliers, Cm. Embourie)","[0.038573, 46.041086]"
"703",140477,"Barrington Atlas feature labeled 46 ","An ancient place, cited: BAtlas 14 E2 no. 46 (Muron)","[-0.829081, 46.036131]"
"704",140478,"Barrington Atlas feature labeled 47 ","An ancient place, cited: BAtlas 14 E2 no. 47 (Chavagné)","[-0.322115, 46.341051]"
"705",140479,"Barrington Atlas feature labeled 48 ","An ancient place, cited: BAtlas 14 D2 no. 48 (Vannerie, Cm. Touvois)","[-1.673864, 46.901228]"
"706",140480,"Barrington Atlas feature labeled 49 ","An ancient place, cited: BAtlas 14 D2 no. 49 (Les Minimes, Cm. La Rochelle)","[-1.162168, 46.143788]"
"707",140481,"Saint-Just-Luzac ","Archaeological excavations at Pépiron in the commune of Saint-Just, near Marennes in Charente-Maritime, France, revealed the remains of a Roman villa rustica.","[-1.065903, 45.803858]"
"708",140482,"La Vergnée a Romegoux ","La Vergnée a Romegoux is the site of a Gallo-Roman villa.","[-0.7964195, 45.8527156]"
"709",140483,"Barrington Atlas feature labeled 52 ","An ancient place, cited: BAtlas 14 E3 no. 52 (Gaillan-en-Médoc, Cm. Terrefort)","[-0.9512611, 45.3070447]"
"710",140484,"Barrington Atlas feature labeled 53 ","An ancient place, cited: BAtlas 14 E3 no. 53 (Cissac-Médoc, Cm. Le Château de Villambis)","[-0.854929, 45.216181]"
"711",140485,"Barrington Atlas feature labeled 54 ","An ancient place, cited: BAtlas 14 E3 no. 54 (Prignac-et-Marcamps, Cm. Cazelles)","[-0.484508, 45.024025]"
"712",140486,"Barrington Atlas feature labeled 55 ","An ancient place, cited: BAtlas 14 E3 no. 55 (St-Yzans-du-Médoc, Cm. Bois-Carré)","[-0.835125, 45.326988]"
"713",140487,"Barrington Atlas feature labeled 56 ","An ancient place, cited: BAtlas 14 E3 no. 56 (Les Bourelles, Cm. Chantillac)","[-0.273416, 45.3285]"
"714",140488,"Barrington Atlas feature labeled 57 ","An ancient place, cited: BAtlas 14 E3 no. 57 (Petit-Moulin de Gadebors, Cm. Baignes-Ste-Radegonde)","[-0.273852, 45.386101]"
"715",140489,"Barrington Atlas feature labeled 58 ","An ancient place, cited: BAtlas 14 E3 no. 58 (Les Courades, Cm. St-Preuil)","[-0.163621, 45.623637]"
"716",140490,"Barrington Atlas feature labeled 59 ","An ancient place, cited: BAtlas 14 E3 no. 59 (La Chabanne, Cm. Angeac-Champagne)","[-0.290362, 45.603881]"
"717",140492,"Barrington Atlas feature labeled 61 ","An ancient place, cited: BAtlas 14 E3 no. 61 (La Haute-Sarrazine, Cm. Cognac)","[-0.348468, 45.697181]"
"718",140493,"Barrington Atlas feature labeled 62 ","An ancient place, cited: BAtlas 14 E3 no. 62 (Boutiers-Saint-Trojan)","[-0.2988213, 45.7127628]"
"719",140494,"Barrington Atlas feature labeled 63 ","An ancient place, cited: BAtlas 14 F3 no. 63 (Villar, Cm. Fouqueure)","[0.0741219, 45.883169]"
"720",140495,"Barrington Atlas feature labeled 64 ","An ancient place, cited: BAtlas 14 F3 no. 64 (Chez Rougier, Cm. Mouton)","[0.224045, 45.889384]"
"721",140498,"Barrington Atlas feature labeled 67 ","An ancient place, cited: BAtlas 14 F3 no. 67 (Jean de Sers, Cm. Sers)","[0.331016, 45.603061]"
"722",140500,"Barrington Atlas feature labeled 69 ","An ancient place, cited: BAtlas 14 F3 no. 69 (St-Méard-de-Drône)","[0.419262, 45.247976]"
"723",140501,"Barrington Atlas feature labeled 70 ","An ancient place, cited: BAtlas 14 F3 no. 70 (Lussas-et-Nontronneau)","[0.586117, 45.506258]"
"724",140502,"Lartimache, La Chapelle-Montbrandeix ","An ancient place, cited: BAtlas 14 F3 no. 71 (Les Couvents, Cm. L’Artimache)","[0.832614, 45.653659]"
"725",140504,"Barrington Atlas feature labeled 73 ","An ancient place, cited: BAtlas 14 F3 no. 73 (Le Petit Peyrou, Cm. Orgedeuil)","[0.475018, 45.69491]"
